ElapsedTime, Axis_A, Axis_B, Axis_C, Axis_D, Axis_E
215.709929, 0.0,0.9988455182568311,2.1986204270875493,0.6413454360922198,2.5007088159931876
216.708457, 0.0,0.9946125364574703,2.1935627852603177,0.8159888664711638,2.5033074099470176
217.698688, 0.0,0.9757701245105482,2.171049220428269,0.9840632481045464,2.5148747891080583
218.689332, 0.0,0.9198635484041556,2.104249931341192,1.135573113156377,2.549196000790728
219.686436, 0.0,0.8708667796240571,2.0337815094227456,1.2836651817327207,2.5780655779542223
220.681476, 0.0,0.8375543095382084,1.9493775074985087,1.431197117491339,2.5939919205948554
221.699022, 0.0,0.8167218656524748,1.8682369779811245,1.5705309609238771,2.635978264512662
222.664823, 0.0,0.8242436911616117,1.7927715394517385,1.6941263894030318,2.7391367026631923
223.664900, 0.0,0.8233574819298917,1.7090412827085917,1.8018862074602857,2.835616513384872
224.671787, 0.0,0.8011301768600688,1.5889874360868914,1.8897192929066715,2.9331437766475053
225.661042, 0.0,0.7898434248055275,1.4756407283554798,1.9389046578174363,3.0348560130976403
226.659776, 0.0,0.8074861512262852,1.3749876374353593,1.8863373226507911,3.152657182056011
227.653618, 0.0,0.8160543661312978,1.3051896307570194,1.8297080220255038,3.263842222072857
228.644056, 0.0,0.8025011443530341,1.305048631236227,1.7549091892840991,3.3732471569131657
229.632088, 0.0,0.7751129652761818,1.3381442203085758,1.6861031177106647,3.475136510318109
230.622565, 0.0,0.7068258407224713,1.4647723513343138,1.6233652197821191,3.571667997941582
231.611060, 0.0,0.6595905740038758,1.5816135744220339,1.5573858922086325,3.657285237006408
232.606935, 0.0,0.6492857104329498,1.707925507412423,1.4651535766983026,3.7409187491834683
233.629056, 0.0,0.6574533593762953,1.8366124281755243,1.3711273425504065,3.8238941611462622
234.605084, 0.0,0.7091560294222703,1.9581301322735556,1.2821986320376613,3.89699014647445
235.612051, 0.0,0.7750660264992744,2.06230933670253,1.1842653961869771,3.946417549639935
236.595942, 0.0,0.879915784123259,2.127567237599158,1.0590361045376586,3.938391410550473
237.591755, 0.0,0.9596161363672002,2.1768607911580276,0.9261668805488642,3.9363505464448996
238.585961, 0.0,0.9829599502352026,2.190236365847249,0.7587649898134399,3.949598271189502
239.587358, 0.0,0.9993977786070831,2.1996549382519093,0.5914903604870931,3.9646292743115508
240.588077, 0.0,0.9997584343208348,2.1998615873223506,0.40718577540090173,3.9858119398048744
241.579989, 0.0,1.0,2.2,0.28373934,4.0
242.557894, 0.0,1.0,2.2,0.28373934,4.0
243.564812, 0.0,1.0,2.2,0.33313553569668664,3.994297585049992
244.548077, 0.0,1.0,2.2,0.5113274689630005,3.973726682171801
245.552091, 0.0,0.9935358361508636,2.1963111709974643,0.6802220116655869,3.955925989991657
246.539343, 0.0,0.9712399788003486,2.1835878540843305,0.8490162857536158,3.942292826544636
247.552452, 0.0,0.9252700249842515,2.1559173099442472,1.0036026186151041,3.9351652875177967
248.529456, 0.0,0.8205609769582897,2.0912072313125005,1.1292412888880714,3.9434953830845436
249.537049, 0.0,0.7337440342917841,2.0117065108706704,1.2409833720894772,3.9280280472111677
250.524210, 0.0,0.6793097934492415,1.8880452438590525,1.332668728394671,3.8544362227053655
251.530148, 0.0,0.6442197651456504,1.7671294275979845,1.422044189763712,3.780170434324206
252.520492, 0.0,0.6535423045456578,1.642632993096147,1.5133786963817022,3.6979216346966406
253.516037, 0.0,0.6775177589206303,1.5199632291447962,1.5954683803108336,3.6140570984374327
254.516531, 0.0,0.7436566470031857,1.396398221126481,1.6557153867620285,3.521567260219769
255.519928, 0.0,0.7960402758728212,1.304731843621464,1.718881228844423,3.4260449176946794
256.532639, 0.0,0.8097676238529085,1.3038767417453156,1.7931572323240017,3.3178095932570466
257.531109, 0.0,0.8153720359254599,1.32900598245955,1.8618670977896778,3.207367265485019
258.541126, 0.0,0.7978628310252066,1.4280602958262503,1.91471945334205,3.090678101345985
259.549868, 0.0,0.7914539023841315,1.5330701467321157,1.9286662667708356,2.9793088358750937
260.546953, 0.0,0.8138010300703051,1.6545532380587114,1.8417434433775823,2.8806776022366747
261.542045, 0.0,0.8274675740429633,1.759348696792598,1.7488894370573016,2.784568368239973
262.534838, 0.0,0.8196942593278607,1.8332323314004817,1.6279758144074903,2.682596997137457
263.533007, 0.0,0.8228296142365207,1.9090037098504105,1.5015749926768804,2.60474620156767
264.548429, 0.0,0.8557329966003939,1.9950731401074846,1.3516607955314692,2.586916254354401
265.534740, 0.0,0.8933092245127462,2.072521822360633,1.2081809170753106,2.5654977782323067
266.541119, 0.0,0.951401888509976,2.1419331331671563,1.053297623995233,2.5298345200370282
267.541269, 0.0,0.9916755623117026,2.1900536418174874,0.8999670274138648,2.5051103932117607
268.528301, 0.0,0.9965637216009643,2.195894202461304,0.7211703235409533,2.5021095399427207
269.543151, 0.0,0.9999172666874547,2.199901147057494,0.5470112152030204,2.5000507901884363
270.512113, 0.0,0.9999651639948514,2.1999583766017805,0.36944937462151684,2.500021385911085
271.527430, 0.0,0.9999987654211079,2.1999985248776768,0.24488431206263184,2.5000007579110837
272.529524, 0.0,0.9999994844133215,2.1999993839572154,0.24221891002310492,2.5000003165199574
273.527745, 0.0,1.0,2.2,0.288255580757004,2.5
274.517413, 0.0,1.0,2.2,0.46762489332259094,2.5
275.527670, 0.0,0.9987172740247452,2.1984673495811813,0.6436080839322936,2.5007874686238334
276.509810, 0.0,0.9945270581031572,2.19346071814855,0.818232893457898,2.5033598524602816
277.498022, 0.0,0.9762562090894586,2.171630014898734,0.9855893992749474,2.5145763791630658
278.497913, 0.0,0.9203900459354409,2.104879011444404,1.1353624072690316,2.54887278189677
279.490270, 0.0,0.8708603962294926,2.0351005501306996,1.2819794667674067,2.5782040725837896
280.508094, 0.0,0.8387670167498418,1.9530343086318234,1.4250764942623615,2.593471394362272
281.520776, 0.0,0.8162055530495931,1.8697716746076776,1.5681009005718924,2.6330224399651754
282.511695, 0.0,0.8238954815143533,1.7947268604910032,1.690959216331749,2.736101828938363
283.509880, 0.0,0.8230661994288463,1.708479166736282,1.8017203275287454,2.8357063735673025
284.492593, 0.0,0.8008802583117107,1.5880608551947266,1.890155601471259,2.9337429591674336
285.482198, 0.0,0.7898639144323887,1.4776911489603348,1.938641494832192,3.0328317771554643
286.483204, 0.0,0.8070469834594824,1.3784272533581885,1.887558731300056,3.1487934135011377
287.480915, 0.0,0.8157714246334481,1.3060603884651933,1.8293948623755576,3.2639223965630677
288.464085, 0.0,0.8024391243237656,1.3054188248855334,1.7550967705976093,3.3728124045940673
289.465544, 0.0,0.7744489119895577,1.3393856457926616,1.6855041666458512,3.476053138295436
290.462164, 0.0,0.7081509638923169,1.462319313553349,1.6245873221693807,3.5697855430214798
291.452166, 0.0,0.6579684479895219,1.5835274950341693,1.5567402458683615,3.658873432795015
292.454750, 0.0,0.6486457030209836,1.7080251036357172,1.465404938212542,3.741123033885384
293.476689, 0.0,0.6557090047380345,1.8351305526362396,1.3722153692702141,3.823135881653428
294.476581, 0.0,0.7085566634947266,1.9578110124581267,1.2824336531349099,3.8968535869158
295.473184, 0.0,0.7746286146509319,2.0612905334731972,1.1850038436128718,3.9458016631328423
296.464440, 0.0,0.8786878935559248,2.1264861745374755,1.0605943334585874,3.9382098198974838
297.453336, 0.0,0.9607585029396976,2.177606512483697,0.92900191646505,3.935810570158981
298.477991, 0.0,0.983278934206636,2.190457984374868,0.7611762363076701,3.9492729642534776
299.480032, 0.0,0.9999999826581577,2.1999999901037333,0.5907133478091361,3.964562191038492
